	chrom_region	start_region	end_region	region_number	chrom_gene	start_gene	end_gene	gene_name	gene_number	distance
18146	chr4	83456180	83456680	125167	chr4	83455932	83469735	MRPS18C	502	248
18147	chr4	84795927	84796427	125273	chr4	84796614	84810403	WDFY3-AS1	503	687
18279	chr4	86934158	86934658	125599	chr4	86935002	87141054	AFF1	505	844
18280	chr4	86934688	86935188	125600	chr4	86935002	87141054	AFF1	505	314
18281	chr4	86935488	86935988	125601	chr4	86935002	87141054	AFF1	505	486
18367	chr4	87975482	87975982	125752	chr4	87975650	87983426	SPP1	509	168
18369	chr4	88007342	88007842	125758	chr4	88007635	88077777	PKD2	510	293
18370	chr4	88008208	88008708	125759	chr4	88007635	88077777	PKD2	510	573
18404	chr4	92303502	92304002	126274	chr4	92303966	93810157	GRID2	513	464
18405	chr4	92304216	92304716	126275	chr4	92303966	93810157	GRID2	513	250
18406	chr4	92304730	92305230	126276	chr4	92303966	93810157	GRID2	513	764
18600	chr4	101024392	101024892	127333	chr4	101023409	101348278	PPP3CA	516	983
18662	chr4	102500688	102501188	127468	chr4	102501331	102617302	NFKB1	517	643
18663	chr4	102501282	102501782	127469	chr4	102501331	102617302	NFKB1	517	49
18664	chr4	102502025	102502525	127470	chr4	102501331	102617302	NFKB1	517	694
18679	chr4	104467937	104468437	127642	chr4	104468308	104494901	CXXC4	518	371
18713	chr4	107930735	107931235	127974	chr4	107931549	107953461	CYP2U1	520	814
18714	chr4	107931267	107931767	127975	chr4	107931549	107953461	CYP2U1	520	282
18715	chr4	107931832	107932332	127976	chr4	107931549	107953461	CYP2U1	520	283
18717	chr4	109433317	109433817	128167	chr4	109433772	109540896	SEC24B	521	455
18718	chr4	109434179	109434679	128168	chr4	109433772	109540896	SEC24B	521	407
18732	chr4	114598292	114598792	128945	chr4	114598770	114678225	UGT8	522	478
18733	chr4	114599312	114599812	128946	chr4	114598770	114678225	UGT8	522	542
18745	chr4	118032730	118033230	129290	chr4	118033618	118258634	NDST3	523	888
18746	chr4	118033334	118033834	129291	chr4	118033618	118258634	NDST3	523	284
18747	chr4	118034120	118034620	129292	chr4	118033618	118258634	NDST3	523	502
18764	chr4	121801031	121801531	129672	chr4	121801317	121817021	EXOSC9	524	286
18765	chr4	121801659	121802159	129673	chr4	121801317	121817021	EXOSC9	524	342
18774	chr4	122825855	122826355	129754	chr4	122826708	122898236	FGF2	526	853
18775	chr4	122826444	122826944	129755	chr4	122826708	122898236	FGF2	526	264
18776	chr4	122827185	122827685	129756	chr4	122826708	122898236	FGF2	526	477
18786	chr4	127622980	127623480	130358	chr4	127623271	127726737	INTU	527	291
18787	chr4	127623665	127624165	130359	chr4	127623271	127726737	INTU	527	394
18809	chr4	127964358	127964858	130399	chr4	127965306	128039927	ABHD18	529	948
18811	chr4	127964928	127965428	130400	chr4	127965306	128039927	ABHD18	529	378
18813	chr4	127965737	127966237	130401	chr4	127965306	128039927	ABHD18	529	431
18819	chr4	128060972	128061472	130406	chr4	128061286	128222931	LARP1B	530	314
18820	chr4	128061489	128061989	130407	chr4	128061286	128222931	LARP1B	530	203
18821	chr4	128062041	128062541	130408	chr4	128061286	128222931	LARP1B	530	755
18827	chr4	139665814	139666314	131563	chr4	139665768	139740745	MGST2	531	46
19066	chr4	141220608	141221108	131902	chr4	141220887	141234697	ZNF330	535	279
19067	chr4	141221257	141221757	131903	chr4	141220887	141234697	ZNF330	535	370
19069	chr4	143184645	143185145	132029	chr4	143184917	143223874	USP38	536	272
19070	chr4	143185281	143185781	132030	chr4	143184917	143223874	USP38	536	364
19078	chr4	145480266	145480766	132241	chr4	145481194	145559176	SMAD1	537	928
19079	chr4	145481053	145481553	132242	chr4	145481194	145559176	SMAD1	537	141
19080	chr4	145481555	145482055	132243	chr4	145481194	145559176	SMAD1	537	361
19102	chr4	146174891	146175391	132338	chr4	146175703	146200000	LSM6	538	812
19103	chr4	146175442	146175942	132339	chr4	146175703	146200000	LSM6	538	261
19104	chr4	146176040	146176540	132340	chr4	146175703	146200000	LSM6	538	337
19114	chr4	148079281	148079781	132573	chr4	148078762	148444698	NR3C2	539	519
19228	chr4	152321289	152321789	133182	chr4	152320544	152536092	FBXW7	541	745
19269	chr4	152935621	152936121	133282	chr4	152936352	152979696	FHDC1	542	731
19270	chr4	152936602	152937102	133283	chr4	152936352	152979696	FHDC1	542	250
19385	chr4	158671432	158671932	134258	chr4	158672125	158709623	ETFDH	545	693
19386	chr4	158671940	158672440	134259	chr4	158672125	158709623	ETFDH	545	185
19392	chr4	159102120	159102620	134339	chr4	159103013	159360174	RAPGEF2	547	893
19393	chr4	159102770	159103270	134340	chr4	159103013	159360174	RAPGEF2	547	243
19394	chr4	159103470	159103970	134341	chr4	159103013	159360174	RAPGEF2	547	457
19562	chr4	163525030	163525530	134778	chr4	163524298	164384050	MARCH1	550	732
19778	chr4	168497159	168497659	135256	chr4	168497052	168928457	PALLD	553	107
19912	chr4	173330883	173331383	135887	chr4	173331376	173334432	HMGB2	554	493
19913	chr4	173332231	173332731	135888	chr4	173331376	173334432	HMGB2	554	855
19956	chr4	182143173	182143673	137010	chr4	182143987	182803024	TENM3	557	814
19957	chr4	182143957	182144457	137011	chr4	182143987	182803024	TENM3	557	30
19958	chr4	182144496	182144996	137012	chr4	182143987	182803024	TENM3	557	509
20112	chr4	184387804	184388304	137453	chr4	184387729	184474550	IRF2	559	75
20167	chr5	91857	92357	138363	chr5	92151	189972	PLEKHG4B	562	294
20168	chr5	92461	92961	138364	chr5	92151	189972	PLEKHG4B	562	310
20185	chr5	442335	442835	138428	chr5	443175	471937	EXOC3	563	840
20186	chr5	442899	443399	138429	chr5	443175	471937	EXOC3	563	276
20187	chr5	443522	444022	138430	chr5	443175	471937	EXOC3	563	347
20196	chr5	7395535	7396035	139623	chr5	7396138	7830081	ADCY2	564	603
20197	chr5	7396273	7396773	139624	chr5	7396138	7830081	ADCY2	564	135
20198	chr5	7397085	7397585	139625	chr5	7396138	7830081	ADCY2	564	947
20296	chr5	10563541	10564041	140137	chr5	10564070	10657816	ANKRD33B	565	529
20297	chr5	10564051	10564551	140138	chr5	10564070	10657816	ANKRD33B	565	19
20298	chr5	10564752	10565252	140139	chr5	10564070	10657816	ANKRD33B	565	682
20711	chr5	31193463	31193963	142682	chr5	31193686	31329146	CDH6	571	223
20712	chr5	31194000	31194500	142683	chr5	31193686	31329146	CDH6	571	314
20713	chr5	31194642	31195142	142684	chr5	31193686	31329146	CDH6	571	956
20742	chr5	31638840	31639340	142760	chr5	31639131	32110932	PDZD2	572	291
20743	chr5	31639346	31639846	142761	chr5	31639131	32110932	PDZD2	572	215
20744	chr5	31640003	31640503	142762	chr5	31639131	32110932	PDZD2	572	872
20836	chr5	36097814	36098314	143362	chr5	36098407	36151887	LMBRD2	573	593
20843	chr5	36605597	36606097	143462	chr5	36606355	36688334	SLC1A3	574	758
20844	chr5	36606267	36606767	143463	chr5	36606355	36688334	SLC1A3	574	88
20845	chr5	36607034	36607534	143464	chr5	36606355	36688334	SLC1A3	574	679
20926	chr5	43286949	43287449	144110	chr5	43287470	43313512	HMGCS1	578	521
20927	chr5	43287586	43288086	144111	chr5	43287470	43313512	HMGCS1	578	116
20928	chr5	43288201	43288701	144112	chr5	43287470	43313512	HMGCS1	578	731
21011	chr5	50666216	50666716	144328	chr5	50665899	50846519	PARP8	580	317
21059	chr5	52989041	52989541	144598	chr5	52989340	53094779	ITGA2	581	299
21060	chr5	52989717	52990217	144599	chr5	52989340	53094779	ITGA2	581	377
21083	chr5	53479707	53480207	144653	chr5	53480626	53487134	FST	582	919
21084	chr5	53480366	53480866	144654	chr5	53480626	53487134	FST	582	260
21085	chr5	53480975	53481475	144655	chr5	53480626	53487134	FST	582	349
21089	chr5	53884361	53884861	144681	chr5	53883942	54310582	ARL15	583	419
21179	chr5	56814736	56815236	145102	chr5	56815549	56896152	MAP3K1	586	813
21180	chr5	56815272	56815772	145103	chr5	56815549	56896152	MAP3K1	586	277
21181	chr5	56815911	56816411	145104	chr5	56815549	56896152	MAP3K1	586	362
21200	chr5	58453636	58454136	145335	chr5	58453982	58460139	PLK2	587	346
21201	chr5	58454254	58454754	145336	chr5	58453982	58460139	PLK2	587	272
21225	chr5	64505683	64506183	146310	chr5	64506015	64612319	RGS7BP	589	332
21226	chr5	64506615	64507115	146311	chr5	64506015	64612319	RGS7BP	589	600
21295	chr5	65624128	65624628	146458	chr5	65625004	65666233	TRAPPC13	593	876
21297	chr5	65624722	65625222	146459	chr5	65625004	65666233	TRAPPC13	593	282
21299	chr5	65625750	65626250	146460	chr5	65625004	65666233	TRAPPC13	593	746
21304	chr5	65925521	65926021	146513	chr5	65926475	66082549	ERBIN	594	954
21305	chr5	65926192	65926692	146514	chr5	65926475	66082549	ERBIN	594	283
21306	chr5	65926953	65927453	146515	chr5	65926475	66082549	ERBIN	594	478
21329	chr5	66596067	66596567	146590	chr5	66596361	67169595	MAST4	596	294
21330	chr5	66596609	66597109	146591	chr5	66596361	67169595	MAST4	596	248
21331	chr5	66597343	66597843	146592	chr5	66596361	67169595	MAST4	596	982
21476	chr5	68214831	68215331	146886	chr5	68215756	68301821	PIK3R1	597	925
21477	chr5	68215423	68215923	146887	chr5	68215756	68301821	PIK3R1	597	333
21478	chr5	68215991	68216491	146888	chr5	68215756	68301821	PIK3R1	597	235
21516	chr5	69166791	69167291	147031	chr5	69167135	69178245	CCNB1	598	344
21517	chr5	69167511	69168011	147032	chr5	69167135	69178245	CCNB1	598	376
21518	chr5	71455366	71455866	147077	chr5	71455651	71567820	BDP1	599	285
21519	chr5	71456018	71456518	147078	chr5	71455651	71567820	BDP1	599	367
21530	chr5	72106421	72106921	147183	chr5	72107234	72209565	MAP1B	600	813
21531	chr5	72107090	72107590	147184	chr5	72107234	72209565	MAP1B	600	144
21532	chr5	72108076	72108576	147185	chr5	72107234	72209565	MAP1B	600	842
21615	chr5	74627539	74628039	147880	chr5	74627406	74641424	ENC1	601	133
21616	chr5	74628254	74628754	147881	chr5	74627406	74641424	ENC1	601	848
21639	chr5	75335363	75335863	147979	chr5	75336329	75362101	HMGCR	603	966
21640	chr5	75336199	75336699	147980	chr5	75336329	75362101	HMGCR	603	130
21641	chr5	75336777	75337277	147981	chr5	75336329	75362101	HMGCR	603	448
21655	chr5	76402465	76402965	148105	chr5	76403285	76708132	IQGAP2	604	820
21656	chr5	76402970	76403470	148106	chr5	76403285	76708132	IQGAP2	604	315
21657	chr5	76403695	76404195	148107	chr5	76403285	76708132	IQGAP2	604	410
21722	chr5	78359715	78360215	148437	chr5	78360611	78480739	SCAMP1	605	896
21723	chr5	78360249	78360749	148438	chr5	78360611	78480739	SCAMP1	605	362
21724	chr5	78360875	78361375	148439	chr5	78360611	78480739	SCAMP1	605	264
21725	chr5	78361508	78362008	148440	chr5	78360611	78480739	SCAMP1	605	897
21749	chr5	79235812	79236312	148622	chr5	79236131	79327211	JMY	606	319
21750	chr5	79236315	79236815	148623	chr5	79236131	79327211	JMY	606	184
21772	chr5	82278829	82279329	149127	chr5	82279462	82386977	ATP6AP1L	609	633
21806	chr5	83471393	83471893	149304	chr5	83471618	83582303	VCAN	610	225
21807	chr5	83471998	83472498	149305	chr5	83471618	83582303	VCAN	610	380
21808	chr5	83472584	83473084	149306	chr5	83471618	83582303	VCAN	610	966
21844	chr5	87267499	87267999	149692	chr5	87267883	87391931	RASA1	611	384
21845	chr5	87268050	87268550	149693	chr5	87267883	87391931	RASA1	611	167
21864	chr5	88717077	88717577	150078	chr5	88717117	88904257	MEF2C	612	40
21865	chr5	88717793	88718293	150079	chr5	88717117	88904257	MEF2C	612	676
21968	chr5	88882421	88882921	150181	chr5	88883328	89466398	MEF2C-AS1	613	907
21970	chr5	88883009	88883509	150182	chr5	88883328	89466398	MEF2C-AS1	613	319
21972	chr5	88883516	88884016	150183	chr5	88883328	89466398	MEF2C-AS1	613	188
21974	chr5	88884085	88884585	150184	chr5	88883328	89466398	MEF2C-AS1	613	757
22087	chr5	90528827	90529327	150446	chr5	90529344	91164437	ADGRV1	614	517
22088	chr5	90529449	90529949	150447	chr5	90529344	91164437	ADGRV1	614	105
22089	chr5	90529963	90530463	150448	chr5	90529344	91164437	ADGRV1	614	619
22220	chr5	94618378	94618878	151074	chr5	94618669	94739436	SLF1	615	291
22221	chr5	94619185	94619685	151075	chr5	94618669	94739436	SLF1	615	516
22365	chr5	102753595	102754095	151971	chr5	102753981	103031105	PAM	619	386
22366	chr5	102754099	102754599	151972	chr5	102753981	103031105	PAM	619	118
22456	chr5	103257819	103258319	152072	chr5	103258763	103278660	C5orf30	620	944
22457	chr5	103258456	103258956	152073	chr5	103258763	103278660	C5orf30	620	307
22458	chr5	103259035	103259535	152074	chr5	103258763	103278660	C5orf30	620	272
22459	chr5	103259626	103260126	152075	chr5	103258763	103278660	C5orf30	620	863
22464	chr5	107376929	107377429	152437	chr5	107376889	107670937	EFNA5	621	40
22650	chr5	110738031	110738531	152960	chr5	110738136	110765161	SLC25A46	623	105
22651	chr5	110738741	110739241	152961	chr5	110738136	110765161	SLC25A46	623	605
22654	chr5	111223323	111223823	152995	chr5	111223653	111494886	CAMK4	624	330
22655	chr5	111224001	111224501	152996	chr5	111223653	111494886	CAMK4	624	348
22719	chr5	111510932	111511432	153061	chr5	111510396	111739726	STARD4-AS1	625	536
22776	chr5	112860938	112861438	153369	chr5	112861188	112898371	SRP19	626	250
22777	chr5	112861989	112862489	153370	chr5	112861188	112898371	SRP19	626	801
22783	chr5	112876432	112876932	153375	chr5	112876385	112922289	REEP5	627	47
22799	chr5	113021672	113022172	153407	chr5	113022099	113488823	MCC	628	427
22928	chr5	113513405	113513905	153538	chr5	113513694	113595285	YTHDC2	629	289
22929	chr5	113513969	113514469	153539	chr5	113513694	113595285	YTHDC2	629	275
22938	chr5	114055148	114055648	153606	chr5	114055545	114496500	KCNN2	630	397
22939	chr5	114055696	114056196	153607	chr5	114055545	114496500	KCNN2	630	151
22940	chr5	114056446	114056946	153608	chr5	114055545	114496500	KCNN2	630	901
23004	chr5	116443081	116443581	153953	chr5	116443616	116574934	SEMA6A	632	535
23005	chr5	116444563	116445063	153954	chr5	116443616	116574934	SEMA6A	632	947
23072	chr5	128082876	128083376	155783	chr5	128083766	128189677	SLC12A2	634	890
23073	chr5	128083427	128083927	155784	chr5	128083766	128189677	SLC12A2	634	339
23074	chr5	128084020	128084520	155785	chr5	128083766	128189677	SLC12A2	634	254
23080	chr5	129093852	129094352	155904	chr5	129094749	129114028	ISOC1	635	897
23081	chr5	129094369	129094869	155905	chr5	129094749	129114028	ISOC1	635	380
23082	chr5	129094870	129095370	155906	chr5	129094749	129114028	ISOC1	635	121
23101	chr5	132310440	132310940	156241	chr5	132311285	132370170	MIR3936HG	637	845
23107	chr5	132556146	132556646	156297	chr5	132556019	132646349	RAD50	638	127
23108	chr5	132556683	132557183	156298	chr5	132556019	132646349	RAD50	638	664
23126	chr5	134647952	134648452	156836	chr5	134648785	134727909	SEC24A	640	833
23127	chr5	134648517	134649017	156837	chr5	134648785	134727909	SEC24A	640	268
23128	chr5	134649280	134649780	156838	chr5	134648785	134727909	SEC24A	640	495
23324	chr5	138438102	138438602	157558	chr5	138439057	138446969	REEP2	642	955
23325	chr5	138438786	138439286	157559	chr5	138439057	138446969	REEP2	642	271
23326	chr5	138439673	138440173	157560	chr5	138439057	138446969	REEP2	642	616
23330	chr5	138464827	138465327	157578	chr5	138465479	138469303	EGR1	643	652
23331	chr5	138465631	138466131	157579	chr5	138465479	138469303	EGR1	643	152
23332	chr5	138466274	138466774	157580	chr5	138465479	138469303	EGR1	643	795
23338	chr5	139341516	139342016	157875	chr5	139341587	139369720	PAIP2	644	71
23339	chr5	139342036	139342536	157876	chr5	139341587	139369720	PAIP2	644	449
23340	chr5	139342543	139343043	157877	chr5	139341587	139369720	PAIP2	644	956
23344	chr5	139794998	139795498	158065	chr5	139795808	139844466	PSD2	645	810
23345	chr5	139795540	139796040	158066	chr5	139795808	139844466	PSD2	645	268
23346	chr5	139796311	139796811	158067	chr5	139795808	139844466	PSD2	645	503
23360	chr5	140106901	140107401	158127	chr5	140107777	140125619	PURA	646	876
23361	chr5	140107507	140108007	158128	chr5	140107777	140125619	PURA	646	270
23362	chr5	140108010	140108510	158129	chr5	140107777	140125619	PURA	646	233
23369	chr5	141094358	141094858	158309	chr5	141094606	141098703	PCDHB2	647	248
23371	chr5	141514737	141515237	158401	chr5	141515016	141619055	DIAPH1	648	279
23372	chr5	141515830	141516330	158402	chr5	141515016	141619055	DIAPH1	648	814
23409	chr5	142770051	142770551	158814	chr5	142770377	143229011	ARHGAP26	650	326
23410	chr5	142770711	142771211	158815	chr5	142770377	143229011	ARHGAP26	650	334
23504	chr5	144169966	144170466	159048	chr5	144170873	144485686	KCTD16	652	907
23506	chr5	144170503	144171003	159049	chr5	144170873	144485686	KCTD16	652	370
23593	chr5	146446433	146446933	159349	chr5	146447311	146511961	TCERG1	654	878
23594	chr5	146446960	146447460	159350	chr5	146447311	146511961	TCERG1	654	351
23595	chr5	146447493	146447993	159351	chr5	146447311	146511961	TCERG1	654	182
23596	chr5	146448058	146448558	159352	chr5	146447311	146511961	TCERG1	654	747
23607	chr5	149999771	150000271	160094	chr5	150000046	150053142	HMGXB3	655	275
23608	chr5	150000387	150000887	160095	chr5	150000046	150053142	HMGXB3	655	341
23609	chr5	150000908	150001408	160096	chr5	150000046	150053142	HMGXB3	655	862
23625	chr5	150399302	150399802	160237	chr5	150400041	150412929	CD74	657	739
23630	chr5	153489552	153490052	160765	chr5	153489615	153813869	GRIA1	658	63
23631	chr5	153490345	153490845	160766	chr5	153489615	153813869	GRIA1	658	730
23710	chr5	159156705	159157205	161669	chr5	159157409	159210053	RNF145	660	704
23724	chr5	159262297	159262797	161690	chr5	159263290	159286036	UBLCP1	661	993
23725	chr5	159263001	159263501	161691	chr5	159263290	159286036	UBLCP1	661	289
23727	chr5	160421576	160422076	161888	chr5	160421855	160428739	PTTG1	662	279
23728	chr5	160422119	160422619	161889	chr5	160421855	160428739	PTTG1	662	264
23731	chr5	161287429	161287929	162012	chr5	161288429	161549044	GABRB2	663	1000
23772	chr5	162000353	162000853	162084	chr5	162000057	162162977	GABRG2	664	296
23773	chr5	162000989	162001489	162085	chr5	162000057	162162977	GABRG2	664	932
23792	chr5	167284194	167284694	162706	chr5	167284799	168264157	TENM2	665	605
23793	chr5	167285421	167285921	162707	chr5	167284799	168264157	TENM2	665	622
24027	chr5	168485480	168485980	163025	chr5	168486451	168519301	RARS	666	971
24028	chr5	168486170	168486670	163026	chr5	168486451	168519301	RARS	666	281
24071	chr5	172767236	172767736	163965	chr5	172768096	172771195	DUSP1	668	860
24072	chr5	172768031	172768531	163966	chr5	172768096	172771195	DUSP1	668	65
24073	chr5	172768648	172769148	163967	chr5	172768096	172771195	DUSP1	668	552
24079	chr5	173056023	173056523	164047	chr5	173056352	173139284	CREBRF	669	329
24080	chr5	173056948	173057448	164048	chr5	173056352	173139284	CREBRF	669	596
24089	chr5	175657757	175658257	164674	chr5	175658030	175710756	HRH2	670	273
24090	chr5	175658369	175658869	164675	chr5	175658030	175710756	HRH2	670	339
24131	chr5	177591372	177591872	165309	chr5	177592203	177597242	TMED9	672	831
24132	chr5	177591914	177592414	165310	chr5	177592203	177597242	TMED9	672	289
24136	chr5	179613701	179614201	165631	chr5	179614178	179634784	HNRNPH1	674	477
24137	chr5	179614621	179615121	165632	chr5	179614178	179634784	HNRNPH1	674	443
24150	chr5	180100004	180100504	165789	chr5	180100795	180209211	RASGEF1C	675	791
24217	chr6	3117878	3118378	166605	chr6	3118374	3153578	BPHL	677	496
24218	chr6	3118394	3118894	166606	chr6	3118374	3153578	BPHL	677	20
24219	chr6	3119092	3119592	166607	chr6	3118374	3153578	BPHL	677	718
24237	chr6	5997332	5997832	167412	chr6	5997999	6007605	NRN1	679	667
24238	chr6	5998128	5998628	167413	chr6	5997999	6007605	NRN1	679	129
24239	chr6	5998742	5999242	167414	chr6	5997999	6007605	NRN1	679	743
24254	chr6	7389521	7390021	167633	chr6	7389793	7418037	RIOK1	680	272
24255	chr6	7390282	7390782	167634	chr6	7389793	7418037	RIOK1	680	489
24285	chr6	11536772	11537272	168131	chr6	11537749	11583524	TMEM170B	682	977
24286	chr6	11537288	11537788	168132	chr6	11537749	11583524	TMEM170B	682	461
24287	chr6	11538381	11538881	168133	chr6	11537749	11583524	TMEM170B	682	632
24299	chr6	12008237	12008737	168207	chr6	12008762	12164999	HIVEP1	683	525
24300	chr6	12008809	12009309	168208	chr6	12008762	12164999	HIVEP1	683	47
24340	chr6	12716532	12717032	168328	chr6	12716805	13290484	PHACTR1	684	273
24341	chr6	12717271	12717771	168329	chr6	12716805	13290484	PHACTR1	684	466
24501	chr6	13357042	13357542	168500	chr6	13357830	13487662	GFOD1	685	788
24502	chr6	13357723	13358223	168501	chr6	13357830	13487662	GFOD1	685	107
24503	chr6	13358564	13359064	168502	chr6	13357830	13487662	GFOD1	685	734
24558	chr6	13622036	13622536	168588	chr6	13621498	13711835	RANBP9	686	538
24582	chr6	13786977	13787477	168626	chr6	13786557	13814568	MCUR1	687	420
24590	chr6	14117453	14117953	168707	chr6	14117256	14136918	CD83	688	197
24596	chr6	16128772	16129272	169155	chr6	16129086	16148248	MYLIP	689	314
24597	chr6	16129568	16130068	169156	chr6	16129086	16148248	MYLIP	689	482
24806	chr6	19836870	19837370	169903	chr6	19837370	19842197	ID4	693	500
24807	chr6	19837543	19838043	169904	chr6	19837370	19842197	ID4	693	173
24808	chr6	19838122	19838622	169905	chr6	19837370	19842197	ID4	693	752
24814	chr6	21663930	21664430	170335	chr6	21664185	22654455	CASC15	694	255
24815	chr6	21664596	21665096	170336	chr6	21664185	22654455	CASC15	694	411
25074	chr6	24125305	24125805	170832	chr6	24126186	24154900	NRSN1	695	881
25075	chr6	24125919	24126419	170833	chr6	24126186	24154900	NRSN1	695	267
25076	chr6	24126749	24127249	170834	chr6	24126186	24154900	NRSN1	695	563
25084	chr6	24402661	24403161	170889	chr6	24402908	24426194	MRS2	696	247
25085	chr6	24403173	24403673	170890	chr6	24402908	24426194	MRS2	696	265
25124	chr6	25278798	25279298	171065	chr6	25279078	25620530	CARMIL1	699	280
25228	chr6	26157736	26158236	171250	chr6	26158146	26171349	HIST1H2BD	700	410
25229	chr6	26158655	26159155	171251	chr6	26158146	26171349	HIST1H2BD	700	509
25236	chr6	26401679	26402179	171345	chr6	26402237	26415208	BTN3A1	701	558
25237	chr6	26402246	26402746	171346	chr6	26402237	26415208	BTN3A1	701	9
25238	chr6	26402849	26403349	171347	chr6	26402237	26415208	BTN3A1	701	612
25241	chr6	28266839	28267339	171608	chr6	28267010	28278224	ZSCAN26	702	171
25242	chr6	28267400	28267900	171609	chr6	28267010	28278224	ZSCAN26	702	390
25247	chr6	30489194	30489694	171916	chr6	30489509	30494194	HLA-E	703	315
25248	chr6	30489913	30490413	171917	chr6	30489509	30494194	HLA-E	703	404
25252	chr6	30571102	30571602	171934	chr6	30571393	30597179	ABCF1	704	291
25253	chr6	30571826	30572326	171935	chr6	30571393	30597179	ABCF1	704	433
25259	chr6	30625875	30626375	171954	chr6	30626842	30646823	ATAT1	705	967
25260	chr6	30626581	30627081	171955	chr6	30626842	30646823	ATAT1	705	261
25261	chr6	30627117	30627617	171956	chr6	30626842	30646823	ATAT1	705	275
25270	chr6	30742525	30743025	171997	chr6	30743199	30744548	IER3	706	674
25271	chr6	30743034	30743534	171998	chr6	30743199	30744548	IER3	706	165
25272	chr6	30743843	30744343	171999	chr6	30743199	30744548	IER3	706	644
25274	chr6	31615639	31616139	172168	chr6	31615217	31617021	AIF1	708	422
25275	chr6	31687723	31688223	172202	chr6	31686955	31703356	ABHD16A	709	768
25279	chr6	32439539	32440039	172405	chr6	32439878	32445046	HLA-DRA	710	339
25286	chr6	33075673	33076173	172482	chr6	33075990	33089696	HLA-DPB1	714	317
25292	chr6	33770430	33770930	172701	chr6	33771202	33789130	LEMD2	715	772
25293	chr6	33771440	33771940	172702	chr6	33771202	33789130	LEMD2	715	238
25294	chr6	33772121	33772621	172703	chr6	33771202	33789130	LEMD2	715	919
25304	chr6	36026792	36027292	173299	chr6	36027677	36111236	MAPK14	716	885
25305	chr6	36027431	36027931	173300	chr6	36027677	36111236	MAPK14	716	246
25306	chr6	36027943	36028443	173301	chr6	36027677	36111236	MAPK14	716	266
25323	chr6	41072572	41073072	174599	chr6	41072945	41099976	NFYA	717	373
25324	chr6	41073534	41074034	174600	chr6	41072945	41099976	NFYA	717	589
25331	chr6	41546031	41546531	174722	chr6	41546426	41602384	FOXP4	718	395
25332	chr6	41546712	41547212	174723	chr6	41546426	41602384	FOXP4	718	286
25333	chr6	41547374	41547874	174724	chr6	41546426	41602384	FOXP4	718	948
25412	chr6	42746893	42747393	175006	chr6	42746958	42868560	BICRAL	720	65
25413	chr6	42747418	42747918	175007	chr6	42746958	42868560	BICRAL	720	460
25438	chr6	43575155	43575655	175258	chr6	43576150	43615660	POLH	721	995
25439	chr6	43575833	43576333	175259	chr6	43576150	43615660	POLH	721	317
25440	chr6	43576545	43577045	175260	chr6	43576150	43615660	POLH	721	395
25445	chr6	43769869	43770369	175310	chr6	43770184	43786487	VEGFA	722	315
25446	chr6	43770491	43770991	175311	chr6	43770184	43786487	VEGFA	722	307
25447	chr6	43771065	43771565	175312	chr6	43770184	43786487	VEGFA	722	881
25464	chr6	44126086	44126586	175469	chr6	44126914	44155519	TMEM63B	723	828
25465	chr6	44126715	44127215	175470	chr6	44126914	44155519	TMEM63B	723	199
25466	chr6	44127233	44127733	175471	chr6	44126914	44155519	TMEM63B	723	319
25480	chr6	44387315	44387815	175593	chr6	44387706	44450425	CDC5L	724	391
25481	chr6	44388225	44388725	175594	chr6	44387706	44450425	CDC5L	724	519
25511	chr6	47476813	47477313	175906	chr6	47477789	47627263	CD2AP	726	976
25512	chr6	47477481	47477981	175907	chr6	47477789	47627263	CD2AP	726	308
25513	chr6	47478111	47478611	175908	chr6	47477789	47627263	CD2AP	726	322
25522	chr6	52670844	52671344	176443	chr6	52671113	52686588	TMEM14A	727	269
25523	chr6	52671580	52672080	176444	chr6	52671113	52686588	TMEM14A	727	467
25787	chr6	71287857	71288357	178050	chr6	71288811	71309059	OGFRL1	735	954
25788	chr6	71288545	71289045	178051	chr6	71288811	71309059	OGFRL1	735	266
25789	chr6	71289376	71289876	178052	chr6	71288811	71309059	OGFRL1	735	565
25794	chr6	71886670	71887170	178110	chr6	71886703	72403143	RIMS1	736	33
25795	chr6	71887615	71888115	178111	chr6	71886703	72403143	RIMS1	736	912
25843	chr6	75083860	75084360	178398	chr6	75084326	75206053	COL12A1	738	466
25844	chr6	75084967	75085467	178399	chr6	75084326	75206053	COL12A1	738	641
25868	chr6	75600582	75601082	178482	chr6	75601509	75718281	SENP6	739	927
25869	chr6	75601553	75602053	178483	chr6	75601509	75718281	SENP6	739	44
25883	chr6	79630361	79630861	178792	chr6	79631329	79703655	SH3BGRL2	740	968
25884	chr6	79631005	79631505	178793	chr6	79631329	79703655	SH3BGRL2	740	324
25885	chr6	79631606	79632106	178794	chr6	79631329	79703655	SH3BGRL2	740	277
25901	chr6	80003583	80004083	178850	chr6	80003887	80042527	TTK	741	304
25902	chr6	80004296	80004796	178851	chr6	80003887	80042527	TTK	741	409
25917	chr6	83859394	83859894	179182	chr6	83859656	83967423	CYB5R4	743	262
25918	chr6	83859983	83860483	179183	chr6	83859656	83967423	CYB5R4	743	327
25958	chr6	89432834	89433334	179823	chr6	89433152	89633834	ANKRD6	747	318
25959	chr6	89433500	89434000	179824	chr6	89433152	89633834	ANKRD6	747	348
